Promoter,Longest_CREB1_NCSite,Longest_EGR1_NCSite,Contains_CREB1_PWM,Contains_EGR1_PWM
chr10:126148391-126150391,21.0,23.0,0,1
chr10:126847346-126849346,19.0,19.0,0,1
chr10:126107545-126109545,14.0,23.0,0,0
chr10:126432947-126434947,17.0,20.0,0,0
chr10:126848526-126850526,19.0,19.0,0,1
chr10:127583374-127585374,14.0,13.0,0,1
chr10:127583132-127585132,14.0,16.0,0,1
chr10:127371732-127373732,15.0,16.0,0,0
chr10:127583103-127585103,14.0,16.0,0,1
chr10:127569861-127571861,16.0,18.0,0,0
chr10:127510114-127512114,18.0,19.0,0,1
chr10:128210062-128212062,15.0,16.0,0,0
chr10:128359262-128361262,28.0,27.0,0,0
chr10:129703366-129705366,14.0,11.0,0,1
chr10:131263504-131265504,15.0,12.0,0,1
chr10:131762538-131764538,19.0,17.0,0,1
chr10:133109984-133111984,20.0,14.0,0,1
chr10:134120726-134122726,15.0,11.0,0,1
chr10:134145384-134147384,16.0,16.0,0,1
chr10:133877449-133879449,12.0,15.0,0,1
chr10:134121454-134123454,15.0,12.0,1,1
chr10:134971722-134973722,14.0,11.0,0,1
chr10:134349290-134351290,14.0,12.0,1,1
chr10:134756074-134758074,15.0,15.0,0,1
chr10:95236-97236,15.0,22.0,0,0
chr10:693974-695974,14.0,20.0,0,1
chr10:1094826-1096826,21.0,25.0,0,1
chr10:1102644-1104644,17.0,13.0,0,0
chr10:1095059-1097059,21.0,25.0,0,1
chr10:1100324-1102324,27.0,17.0,0,1
chr10:1071799-1073799,22.0,22.0,1,0
chr10:3215033-3217033,25.0,29.0,0,0
chr10:3144800-3146800,18.0,16.0,0,1
chr10:3214974-3216974,25.0,29.0,0,0
chr10:3214908-3216908,25.0,29.0,0,0
chr10:3827473-3829473,17.0,15.0,0,1
chr10:3827401-3829401,17.0,15.0,0,1
chr10:4866368-4868368,19.0,23.0,0,1
chr10:4866398-4868398,19.0,23.0,0,1
chr10:5003606-5005606,18.0,19.0,0,0
chr10:5060225-5062225,20.0,16.0,0,1
chr10:5046206-5048206,19.0,19.0,0,0
chr10:5134605-5136605,21.0,16.0,0,0
chr10:5446791-5448791,24.0,22.0,0,0
chr10:5452519-5454519,25.0,23.0,0,0
chr10:5486571-5488571,14.0,16.0,0,0
chr10:5404928-5406928,19.0,13.0,0,0
chr10:5541533-5543533,15.0,12.0,0,1
chr10:5564923-5566923,18.0,12.0,0,1
chr10:5708558-5710558,17.0,19.0,0,0
chr10:5855512-5857512,15.0,15.0,0,1
chr10:5855397-5857397,15.0,15.0,0,1
chr10:6019506-6021506,22.0,22.0,0,1
chr10:6010891-6012891,23.0,58.0,1,0
chr10:5931856-5933856,17.0,12.0,0,1
chr10:6020704-6022704,26.0,25.0,0,0
chr10:5931860-5933860,17.0,12.0,0,1
chr10:5930165-5932165,14.0,11.0,0,1
chr10:5934348-5936348,16.0,18.0,0,0
chr10:5929534-5931534,14.0,11.0,0,1
chr10:6020150-6022150,22.0,22.0,0,0
chr10:6019574-6021574,22.0,22.0,0,1
chr10:6020009-6022009,22.0,22.0,0,1
chr10:5930205-5932205,14.0,11.0,0,1
chr10:6104330-6106330,37.0,40.0,0,1
chr10:6128996-6130996,18.0,20.0,0,0
chr10:6129308-6131308,18.0,20.0,0,0
chr10:6184883-6186883,24.0,17.0,0,1
chr10:6186210-6188210,14.0,13.0,0,1
chr10:7708961-7710961,16.0,17.0,0,1
chr10:7829956-7831956,19.0,15.0,0,0
chr10:7828066-7830066,15.0,18.0,0,0
chr10:7828139-7830139,15.0,18.0,0,0
chr10:7743278-7745278,22.0,30.0,0,1
chr10:8094650-8096650,20.0,16.0,0,1
chr10:11863354-11865354,18.0,19.0,1,1
chr10:12108952-12110952,28.0,25.0,0,1
chr10:12236186-12238186,21.0,18.0,0,0
chr10:12237890-12239890,21.0,34.0,1,0
chr10:12238143-12240143,21.0,34.0,1,0
chr10:13140081-13142081,30.0,28.0,0,1
chr10:13140162-13142162,30.0,28.0,0,1
chr10:13342130-13344130,16.0,29.0,0,0
chr10:13341746-13343746,14.0,26.0,0,1
chr10:13342064-13344064,16.0,29.0,0,1
chr10:13276374-13278374,35.0,32.0,0,0
chr10:13749567-13751567,17.0,19.0,0,0
chr10:14574713-14576713,18.0,12.0,0,0
chr10:14580541-14582541,16.0,13.0,0,0
chr10:14590636-14592636,15.0,13.0,0,1
chr10:14598179-14600179,13.0,16.0,0,0
chr10:14614188-14616188,23.0,23.0,0,0
chr10:14613998-14615998,23.0,23.0,0,0
chr10:14614374-14616374,23.0,23.0,0,0
chr10:14646400-14648400,18.0,15.0,0,1
chr10:14880036-14882036,21.0,17.0,1,1
chr10:14878304-14880304,15.0,15.0,1,1
chr10:14999386-15001386,14.0,18.0,1,1
chr10:15137353-15139353,15.0,24.0,1,1
chr10:15083941-15085941,30.0,27.0,1,0
chr10:15130775-15132775,26.0,20.0,0,1
chr10:15137178-15139178,15.0,24.0,1,1
chr10:16563878-16565878,22.0,21.0,0,0
chr10:17244070-17246070,13.0,18.0,1,0
chr10:17243671-17245671,15.0,16.0,1,0
chr10:17268239-17270239,15.0,18.0,0,1
chr10:17659373-17661373,19.0,22.0,1,1
chr10:18238846-18240846,16.0,15.0,0,1
chr10:18238767-18240767,16.0,15.0,0,1
chr10:18946359-18948359,18.0,27.0,0,1
chr10:21814611-21816611,18.0,12.0,0,1
chr10:22603311-22605311,17.0,18.0,0,1
chr10:22603316-22605316,17.0,18.0,0,1
chr10:22608027-22610027,19.0,14.0,0,1
chr10:23214952-23216952,17.0,14.0,0,0
chr10:23214981-23216981,17.0,14.0,0,0
chr10:23382507-23384507,18.0,17.0,0,1
chr10:23479240-23481240,19.0,18.0,0,1
chr10:23726003-23728003,18.0,16.0,0,1
chr10:25303540-25305540,23.0,24.0,0,0
chr10:26503235-26505235,16.0,19.0,0,0
chr10:26503702-26505702,16.0,19.0,0,1
chr10:27389423-27391423,23.0,18.0,0,1
chr10:27442280-27444280,20.0,18.0,0,1
chr10:27443313-27445313,20.0,18.0,0,1
chr10:27443349-27445349,20.0,18.0,0,1
chr10:27703297-27705297,18.0,21.0,0,0
chr10:27791232-27793232,17.0,15.0,0,0
chr10:28034748-28036748,16.0,15.0,0,0
chr10:29575998-29577998,17.0,21.0,1,0
chr10:30348515-30350515,18.0,17.0,0,1
chr10:30404423-30406423,25.0,22.0,0,1
chr10:30638207-30640207,25.0,25.0,0,0
chr10:30720949-30722949,24.0,22.0,0,1
chr10:30721574-30723574,16.0,12.0,0,1
chr10:30721112-30723112,24.0,22.0,0,1
chr10:30918682-30920682,24.0,23.0,1,1
chr10:31688684-31690684,15.0,19.0,0,0
chr10:32345353-32347353,27.0,24.0,0,1
chr10:32636086-32638086,14.0,16.0,0,1
chr10:33246822-33248822,20.0,23.0,0,1
chr10:33247158-33249158,20.0,23.0,0,0
chr10:35363211-35365211,15.0,16.0,0,1
chr10:35379269-35381269,20.0,14.0,0,1
chr10:35363258-35365258,15.0,16.0,0,1
chr10:35379542-35381542,20.0,15.0,0,0
chr10:35424709-35426709,28.0,22.0,0,0
chr10:35454466-35456466,20.0,19.0,0,0
chr10:35454491-35456491,20.0,19.0,0,0
chr10:35414154-35416154,18.0,16.0,0,1
chr10:35482777-35484777,31.0,29.0,0,0
chr10:35482829-35484829,31.0,29.0,0,0
chr10:35482054-35484054,31.0,29.0,0,0
chr10:35462520-35464520,14.0,21.0,1,0
chr10:35462514-35464514,14.0,21.0,1,0
chr10:35413928-35415928,18.0,16.0,0,1
chr10:35482060-35484060,31.0,29.0,0,0
chr10:35414384-35416384,18.0,16.0,0,1
chr10:35413768-35415768,15.0,16.0,0,0
chr10:35892268-35894268,16.0,16.0,0,1
chr10:35930362-35932362,14.0,13.0,0,0
chr10:37891859-37893859,16.0,17.0,0,0
chr10:38265575-38267575,13.0,16.0,0,1
chr10:38297602-38299602,21.0,16.0,0,1
chr10:38297577-38299577,21.0,16.0,0,1
chr10:43276242-43278242,27.0,29.0,0,0
chr10:43598179-43600179,23.0,19.0,0,0
chr10:43570516-43572516,22.0,10.0,0,1
chr10:43570474-43572474,22.0,10.0,0,1
chr10:43762513-43764513,32.0,29.0,0,1
chr10:43725187-43727187,12.0,9.0,0,1
chr10:43648344-43650344,22.0,19.0,1,0
chr10:43865091-43867091,33.0,31.0,0,1
chr10:43903299-43905299,25.0,16.0,0,1
chr10:43892279-43894279,38.0,21.0,0,0
chr10:43892794-43894794,23.0,25.0,0,0
chr10:43904656-43906656,25.0,19.0,0,1
chr10:43904696-43906696,25.0,19.0,0,1
chr10:43904332-43906332,25.0,19.0,0,1
chr10:43865083-43867083,33.0,31.0,0,1
chr10:43930558-43932558,32.0,28.0,0,1
chr10:43930295-43932295,34.0,31.0,0,1
chr10:44099854-44101854,14.0,13.0,0,0
chr10:44070064-44072064,21.0,24.0,0,0
chr10:44144329-44146329,18.0,14.0,0,0
chr10:44070066-44072066,21.0,24.0,0,0
chr10:44144326-44146326,18.0,14.0,0,0
chr10:44144247-44146247,18.0,14.0,0,0
chr10:44099885-44101885,14.0,13.0,0,0
chr10:44063907-44065907,16.0,19.0,0,0
chr10:44880545-44882545,16.0,11.0,0,1
chr10:45474257-45476257,19.0,13.0,0,0
chr10:45404784-45406784,25.0,18.0,0,1
chr10:45404763-45406763,25.0,18.0,0,1
chr10:45494370-45496370,16.0,18.0,0,0
chr10:45811056-45813056,15.0,43.0,0,0
chr10:46342921-46344921,16.0,13.0,0,0
chr10:46312772-46314772,13.0,18.0,0,1
chr10:46349325-46351325,29.0,26.0,1,0
chr10:46640719-46642719,17.0,26.0,0,1
chr10:46641045-46643045,17.0,26.0,0,0
chr10:46641013-46643013,17.0,26.0,0,0
chr10:46970489-46972489,16.0,11.0,0,1
chr10:46971400-46973400,17.0,11.0,0,1
chr10:46990020-46992020,21.0,14.0,0,0
chr10:46990483-46992483,21.0,14.0,0,1
chr10:46990958-46992958,15.0,14.0,0,1
chr10:46991200-46993200,13.0,14.0,0,1
chr10:47174143-47176143,22.0,23.0,0,0
chr10:47081533-47083533,26.0,16.0,0,1
chr10:47181688-47183688,13.0,10.0,0,1
chr10:47079819-47081819,17.0,11.0,0,0
chr10:47174100-47176100,15.0,20.0,0,0
chr10:47081456-47083456,26.0,16.0,0,1
chr10:47213626-47215626,15.0,13.0,0,0
chr10:47656232-47658232,16.0,21.0,0,0
chr10:47745035-47747035,20.0,29.0,0,1
chr10:48253203-48255203,22.0,23.0,0,0
chr10:48253246-48255246,15.0,20.0,0,0
chr10:48245661-48247661,13.0,10.0,0,1
chr10:48390999-48392999,14.0,13.0,0,0
chr10:48439165-48441165,18.0,15.0,0,1
chr10:48416908-48418908,16.0,15.0,0,0
chr10:49207825-49209825,14.0,11.0,0,1
chr10:49383186-49385186,22.0,19.0,0,0
chr10:49607654-49609654,16.0,16.0,1,0
chr10:50133332-50135332,14.0,13.0,0,0
chr10:50147885-50149885,15.0,11.0,0,0
chr10:50323567-50325567,14.0,12.0,0,0
chr10:50396436-50398436,17.0,14.0,0,0
chr10:50342066-50344066,25.0,14.0,0,1
chr10:50505214-50507214,26.0,17.0,0,0
chr10:50816355-50818355,17.0,12.0,0,1
chr10:50970369-50972369,16.0,15.0,0,0
chr10:50970425-50972425,16.0,15.0,0,0
chr10:50970045-50972045,17.0,15.0,0,1
chr10:50885696-50887696,23.0,16.0,0,1
chr10:51216406-51218406,13.0,18.0,0,1
chr10:51563107-51565107,28.0,26.0,0,1
chr10:51547552-51549552,18.0,14.0,0,1
chr10:51623350-51625350,13.0,17.0,0,0
chr10:51570363-51572363,19.0,15.0,0,0
chr10:51574284-51576284,16.0,23.0,0,0
chr10:51746077-51748077,21.0,19.0,0,0
chr10:51825713-51827713,22.0,17.0,0,0
chr10:51825647-51827647,22.0,17.0,0,0
chr10:52011276-52013276,16.0,18.0,1,0
chr10:52497695-52499695,17.0,21.0,0,0
chr10:53459355-53461355,21.0,20.0,1,0
chr10:54072040-54074040,20.0,25.0,1,0
chr10:57356801-57358801,16.0,19.0,0,0
chr10:58121020-58123020,17.0,19.0,0,1
chr10:58121034-58123034,17.0,19.0,0,1
chr10:60027654-60029654,20.0,17.0,0,1
chr10:60092738-60094738,19.0,18.0,0,0
chr10:60143169-60145169,14.0,17.0,0,1
chr10:60142902-60144902,14.0,17.0,0,0
chr10:60092765-60094765,19.0,18.0,0,0
chr10:61469837-61471837,17.0,12.0,0,0
chr10:61469649-61471649,17.0,12.0,0,0
chr10:61513213-61515213,17.0,17.0,0,0
chr10:62536088-62538088,22.0,19.0,0,0
chr10:62536211-62538211,22.0,19.0,0,0
chr10:62536235-62538235,22.0,19.0,0,0
chr10:64132127-64134127,31.0,29.0,0,1
chr10:64576126-64578126,21.0,16.0,0,1
chr10:64578927-64580927,20.0,16.0,0,0
chr10:64562479-64564479,17.0,27.0,0,0
chr10:64891087-64893087,14.0,23.0,0,0
chr10:64891006-64893006,14.0,23.0,0,0
chr10:65279160-65281160,19.0,18.0,0,1
chr10:69597946-69599946,27.0,26.0,0,0
chr10:69597937-69599937,27.0,26.0,0,0
chr10:69642938-69644938,15.0,18.0,1,1
chr10:69649159-69651159,19.0,16.0,0,0
chr10:69642413-69644413,17.0,24.0,1,1
chr10:69863873-69865873,14.0,16.0,0,1
chr10:69867189-69869189,19.0,28.0,0,0
chr10:69991870-69993870,16.0,20.0,0,0
chr10:69867244-69869244,19.0,28.0,0,0
chr10:70089767-70091767,16.0,15.0,0,1
chr10:70089449-70091449,17.0,15.0,0,1
chr10:70090569-70092569,18.0,13.0,0,0
chr10:70092685-70094685,29.0,17.0,1,0
chr10:70167051-70169051,24.0,21.0,0,1
chr10:70231730-70233730,19.0,22.0,0,0
chr10:70746558-70748558,28.0,25.0,0,1
chr10:70713925-70715925,18.0,27.0,0,0
chr10:70714195-70716195,18.0,27.0,0,0
chr10:70659070-70661070,21.0,13.0,0,1
chr10:70845358-70847358,30.0,27.0,0,0
chr10:70845858-70847858,30.0,27.0,1,0
chr10:70845783-70847783,30.0,27.0,0,0
chr10:70937989-70939989,20.0,21.0,1,1
chr10:70978087-70980087,13.0,18.0,0,0
chr10:71075936-71077936,14.0,22.0,1,0
chr10:71076602-71078602,14.0,22.0,1,1
chr10:71073609-71075609,17.0,17.0,0,0
chr10:71209222-71211222,21.0,21.0,0,1
chr10:71209220-71211220,21.0,21.0,0,1
chr10:71333178-71335178,16.0,15.0,0,1
chr10:71388002-71390002,15.0,16.0,0,1
chr10:71906456-71908456,19.0,31.0,0,1
chr10:71930270-71932270,30.0,27.0,0,1
chr10:71892690-71894690,15.0,36.0,0,0
chr10:71892581-71894581,15.0,36.0,0,0
chr10:71993185-71995185,16.0,25.0,0,1
chr10:72043760-72045760,16.0,17.0,1,0
chr10:72207704-72209704,16.0,14.0,0,0
chr10:72161900-72163900,13.0,29.0,0,0
chr10:72201437-72203437,22.0,24.0,0,1
chr10:72236522-72238522,16.0,9.0,1,1
chr10:72362544-72364544,21.0,18.0,0,0
chr10:72362497-72364497,21.0,18.0,0,0
chr10:72545133-72547133,14.0,15.0,0,0
chr10:72648322-72650322,22.0,17.0,0,0
chr10:72647638-72649638,22.0,13.0,0,1
chr10:73077015-73079015,27.0,24.0,0,0
chr10:73077009-73079009,27.0,24.0,0,0
chr10:73497607-73499607,14.0,12.0,0,1
chr10:73479535-73481535,17.0,12.0,0,1
chr10:73611008-73613008,18.0,15.0,0,1
chr10:73553527-73555527,18.0,14.0,0,0
chr10:73569639-73571639,26.0,23.0,0,0
chr10:73722152-73724152,17.0,11.0,0,1
chr10:73848790-73850790,38.0,25.0,0,0
chr10:73848309-73850309,25.0,22.0,0,0
chr10:74031681-74033681,21.0,25.0,0,1
chr10:73973769-73975769,29.0,26.0,0,0
chr10:73973757-73975757,29.0,26.0,0,0
chr10:74114677-74116677,14.0,19.0,1,0
chr10:74651496-74653496,19.0,20.0,0,1
chr10:74927853-74929853,26.0,34.0,0,1
chr10:74868212-74870212,18.0,19.0,0,0
chr10:74868132-74870132,18.0,19.0,0,0
chr10:74927766-74929766,26.0,34.0,0,1
chr10:75012402-75014402,20.0,22.0,0,0
chr10:75007013-75009013,17.0,19.0,1,0
chr10:75173816-75175816,17.0,22.0,0,0
chr10:75193319-75195319,32.0,26.0,0,0
chr10:75351100-75353100,23.0,22.0,1,0
chr10:75361379-75363379,30.0,28.0,0,1
chr10:75415787-75417787,25.0,20.0,0,1
chr10:75401232-75403232,24.0,24.0,0,1
chr10:75461086-75463086,25.0,22.0,0,0
chr10:75410798-75412798,31.0,49.0,0,1
chr10:75571356-75573356,41.0,38.0,0,0
chr10:75502129-75504129,18.0,13.0,1,1
chr10:75543363-75545363,19.0,30.0,0,1
chr10:75543381-75545381,19.0,30.0,0,1
chr10:75530048-75532048,16.0,13.0,0,1
chr10:75539805-75541805,16.0,24.0,0,0
chr10:75530033-75532033,16.0,13.0,0,1
chr10:75668889-75670889,16.0,13.0,0,1
chr10:76868970-76870970,18.0,13.0,0,1
chr10:76868949-76870949,18.0,13.0,0,1
chr10:76859244-76861244,13.0,13.0,0,0
chr10:76859248-76861248,13.0,13.0,0,0
chr10:76967911-76969911,31.0,29.0,0,0
chr10:76995715-76997715,33.0,33.0,0,0
chr10:77161522-77163522,16.0,12.0,0,1
chr10:79791620-79793620,22.0,26.0,0,1
chr10:79791517-79793517,22.0,26.0,0,1
chr10:79789273-79791273,27.0,27.0,0,1
chr10:81105224-81107224,17.0,18.0,0,0
chr10:81205380-81207380,14.0,14.0,0,1
chr10:81320163-81322163,18.0,14.0,0,0
chr10:81368694-81370694,22.0,23.0,0,0
chr10:81319627-81321627,18.0,12.0,0,1
chr10:81270288-81272288,14.0,14.0,0,0
chr10:81460982-81462982,15.0,17.0,0,0
chr10:81584494-81586494,19.0,16.0,0,1
chr10:81708861-81710861,19.0,24.0,0,0
chr10:81836420-81838420,20.0,18.0,0,0
chr10:81890485-81892485,15.0,15.0,0,0
chr10:81836778-81838778,20.0,18.0,0,0
chr10:81836401-81838401,20.0,18.0,0,0
chr10:81837000-81839000,20.0,17.0,0,1
chr10:82049414-82051414,20.0,15.0,0,0
chr10:82114536-82116536,24.0,22.0,0,0
chr10:82114523-82116523,24.0,22.0,0,0
chr10:82116511-82118511,16.0,23.0,0,1
chr10:82102500-82104500,22.0,21.0,0,0
chr10:82116514-82118514,16.0,23.0,0,1
chr10:82225996-82227996,20.0,22.0,0,1
chr10:82217040-82219040,20.0,23.0,0,0
chr10:82212065-82214065,23.0,24.0,0,1
chr10:85897264-85899264,15.0,16.0,0,1
chr10:85952292-85954292,18.0,15.0,0,0
chr10:85931556-85933556,18.0,15.0,0,0
chr10:86002808-86004808,18.0,13.0,0,0
chr10:86001302-86003302,15.0,23.0,0,0
chr10:88412303-88414303,15.0,29.0,0,0
chr10:88412313-88414313,15.0,29.0,0,0
chr10:88426320-88428320,15.0,11.0,0,0
chr10:88716355-88718355,25.0,12.0,0,1
chr10:88717372-88719372,25.0,11.0,0,1
chr10:88713515-88715515,15.0,11.0,0,0
chr10:88726238-88728238,15.0,15.0,0,0
chr10:88853844-88855844,24.0,17.0,0,1
chr10:88854600-88856600,24.0,18.0,0,1
chr10:88778050-88780050,15.0,11.0,0,0
chr10:88983204-88985204,15.0,17.0,0,0
chr10:89265589-89267589,20.0,19.0,0,0
chr10:89262222-89264222,19.0,18.0,1,0
chr10:89262649-89264649,17.0,17.0,1,1
chr10:89417634-89419634,21.0,13.0,0,0
chr10:89623290-89625290,15.0,12.0,0,1
chr10:90344518-90346518,19.0,17.0,0,0
chr10:90422198-90424198,18.0,17.0,0,0
chr10:90464005-90466005,16.0,19.0,0,0
chr10:90517776-90519776,19.0,22.0,0,0
chr10:90638001-90640001,18.0,20.0,0,0
chr10:90611601-90613601,18.0,17.0,0,0
chr10:90748554-90750554,24.0,19.0,0,0
chr10:91011532-91013532,27.0,27.0,0,1
chr10:91059802-91061802,15.0,18.0,0,1
chr10:90967074-90969074,17.0,14.0,0,0
chr10:91011796-91013796,27.0,27.0,0,1
chr10:91172324-91174324,26.0,23.0,0,0
chr10:91150379-91152379,18.0,35.0,0,0
chr10:91135812-91137812,27.0,27.0,0,0
chr10:91150302-91152302,18.0,35.0,0,0
chr10:92680844-92682844,18.0,25.0,0,0
chr10:92978419-92980419,18.0,18.0,1,1
chr10:92977907-92979907,18.0,18.0,0,0
chr10:93392828-93394828,19.0,17.0,0,0
chr10:93669243-93671243,19.0,18.0,0,1
chr10:94447711-94449711,17.0,13.0,0,1
chr10:94818554-94820554,19.0,16.0,1,0
chr10:94831649-94833649,18.0,10.0,0,0
chr10:94831231-94833231,15.0,13.0,0,1
chr10:95254368-95256368,21.0,24.0,0,1
chr10:95324421-95326421,16.0,16.0,1,0
chr10:95360992-95362992,15.0,15.0,0,0
chr10:95361501-95363501,18.0,15.0,0,0
chr10:95361270-95363270,18.0,15.0,0,0
chr10:95462329-95464329,12.0,17.0,0,1
chr10:95462716-95464716,14.0,17.0,0,1
chr10:95462349-95464349,14.0,17.0,0,1
chr10:95651734-95653734,16.0,19.0,0,0
chr10:96122696-96124696,20.0,29.0,0,0
chr10:96829254-96831254,16.0,20.0,0,0
chr10:96951956-96953956,31.0,36.0,0,0
chr10:97050760-97052760,20.0,30.0,0,1
chr10:97453684-97455684,29.0,27.0,0,1
chr10:97453900-97455900,29.0,27.0,0,1
chr10:97801339-97803339,14.0,18.0,0,0
chr10:98031333-98033333,15.0,17.0,0,0
chr10:98031273-98033273,15.0,17.0,0,0
chr10:98031326-98033326,15.0,17.0,0,0
chr10:98119122-98121122,15.0,16.0,0,0
chr10:98116916-98118916,37.0,36.0,0,0
chr10:98062190-98064190,21.0,15.0,0,0
chr10:98118759-98120759,15.0,16.0,0,0
chr10:99052430-99054430,20.0,25.0,0,1
chr10:99030414-99032414,26.0,25.0,1,1
chr10:99077027-99079027,15.0,14.0,0,1
chr10:99052394-99054394,20.0,25.0,0,1
chr10:99161097-99163097,22.0,19.0,0,1
chr10:99205763-99207763,19.0,16.0,0,1
chr10:99094486-99096486,22.0,22.0,0,1
chr10:99205774-99207774,19.0,16.0,0,1
chr10:99203887-99205887,22.0,18.0,0,0
chr10:99183947-99185947,29.0,31.0,0,1
chr10:99161127-99163127,22.0,21.0,0,1
chr10:99185433-99187433,15.0,25.0,0,1
chr10:99203931-99205931,22.0,18.0,0,0
chr10:99330535-99332535,16.0,11.0,0,0
chr10:99347477-99349477,21.0,25.0,0,0
chr10:99330259-99332259,16.0,11.0,0,0
chr10:99256680-99258680,17.0,17.0,0,0
chr10:99330197-99332197,16.0,11.0,0,0
chr10:99393913-99395913,15.0,51.0,0,1
chr10:99471486-99473486,15.0,16.0,0,1
chr10:99446998-99448998,17.0,13.0,0,1
chr10:99398442-99400442,21.0,30.0,0,0
chr10:99393257-99395257,15.0,24.0,0,1
chr10:99494877-99496877,19.0,16.0,0,0
chr10:99494884-99496884,19.0,16.0,0,0
chr10:99496233-99498233,15.0,13.0,0,0
chr10:99531756-99533756,23.0,11.0,0,1
chr10:99892413-99894413,16.0,14.0,0,1
chr10:99892380-99894380,21.0,18.0,0,1
chr10:100206720-100208720,19.0,21.0,0,0
chr10:100174939-100176939,15.0,12.0,0,0
chr10:100206692-100208692,19.0,21.0,0,0
chr10:101086855-101088855,26.0,30.0,0,0
chr10:101087112-101089112,26.0,26.0,0,1
chr10:101290698-101292698,16.0,14.0,1,1
chr10:101380196-101382196,26.0,20.0,0,0
chr10:101491884-101493884,27.0,26.0,0,1
chr10:101489990-101491990,20.0,24.0,0,1
chr10:101690664-101692664,17.0,13.0,0,0
chr10:101673849-101675849,20.0,22.0,0,0
chr10:101841626-101843626,17.0,20.0,0,0
chr10:101945786-101947786,17.0,22.0,0,1
chr10:102046121-102048121,16.0,16.0,0,1
chr10:102027395-102029395,17.0,23.0,0,0
chr10:102089985-102091985,20.0,15.0,0,0
chr10:102046469-102048469,17.0,20.0,0,1
chr10:102046135-102048135,16.0,16.0,0,1
chr10:102046437-102048437,16.0,16.0,0,1
chr10:102104989-102106989,17.0,12.0,0,1
chr10:102293699-102295699,26.0,22.0,0,0
chr10:102289680-102291680,19.0,23.0,0,0
chr10:102279618-102281618,25.0,22.0,0,1
chr10:102289628-102291628,19.0,23.0,0,0
chr10:102503338-102505338,26.0,12.0,0,1
chr10:102670719-102672719,22.0,24.0,1,1
chr10:102730285-102732285,21.0,12.0,1,1
chr10:102745299-102747299,21.0,13.0,0,0
chr10:102747254-102749254,16.0,10.0,0,1
chr10:102747272-102749272,16.0,10.0,0,1
chr10:102790914-102792914,14.0,10.0,0,1
chr10:102790886-102792886,14.0,10.0,0,1
chr10:102760253-102762253,22.0,11.0,0,0
chr10:102788995-102790995,18.0,10.0,0,1
chr10:102819745-102821745,14.0,15.0,0,0
chr10:102988717-102990717,20.0,13.0,0,1
chr10:103348027-103350027,22.0,20.0,0,0
chr10:103346077-103348077,16.0,12.0,0,0
chr10:103348014-103350014,22.0,20.0,0,0
chr10:103535871-103537871,15.0,11.0,0,1
chr10:103540126-103542126,13.0,12.0,0,1
chr10:103543170-103545170,18.0,14.0,0,1
chr10:103603557-103605557,15.0,23.0,0,1
chr10:103599628-103601628,14.0,11.0,0,1
chr10:103603677-103605677,14.0,23.0,0,1
chr10:103880125-103882125,15.0,12.0,1,1
chr10:103874759-103876759,17.0,14.0,0,0
chr10:103910145-103912145,19.0,16.0,1,0
chr10:103890750-103892750,25.0,24.0,0,0
chr10:103909932-103911932,19.0,16.0,0,0
chr10:103890796-103892796,25.0,24.0,0,0
chr10:103823105-103825105,18.0,27.0,1,1
chr10:104001269-104003269,22.0,19.0,0,0
chr10:103984055-103986055,31.0,26.0,0,0
chr10:104153461-104155461,15.0,12.0,0,1
chr10:104192331-104194331,28.0,28.0,0,1
chr10:104152334-104154334,18.0,28.0,0,1
chr10:104179484-104181484,19.0,12.0,0,0
chr10:104151866-104153866,18.0,28.0,0,1
chr10:104178542-104180542,19.0,12.0,0,1
chr10:104177570-104179570,21.0,11.0,0,1
chr10:104179691-104181691,16.0,12.0,0,0
chr10:104262469-104264469,15.0,13.0,0,1
chr10:104211300-104213300,25.0,26.0,0,0
chr10:104219151-104221151,16.0,17.0,0,1
chr10:104402251-104404251,22.0,19.0,0,1
chr10:104402235-104404235,22.0,19.0,0,1
chr10:104472392-104474392,15.0,16.0,0,1
chr10:104501704-104503704,17.0,16.0,0,1
chr10:104533977-104535977,28.0,25.0,0,1
chr10:104472274-104474274,15.0,16.0,0,1
chr10:104627226-104629226,25.0,29.0,0,0
chr10:104612015-104614015,19.0,16.0,0,1
chr10:104676074-104678074,20.0,15.0,0,0
chr10:105034894-105036894,23.0,23.0,0,0
chr10:105003643-105005643,19.0,16.0,0,0
chr10:105110897-105112897,21.0,19.0,0,0
chr10:105218657-105220657,22.0,17.0,0,0
chr10:105125732-105127732,28.0,29.0,0,1
chr10:105238997-105240997,15.0,20.0,0,1
chr10:105156232-105158232,22.0,22.0,0,1
chr10:105154382-105156382,21.0,16.0,1,1
chr10:105212127-105214127,15.0,24.0,0,0
chr10:105251461-105253461,17.0,13.0,0,1
chr10:105879928-105881928,18.0,15.0,0,1
chr10:105845638-105847638,17.0,18.0,0,0
chr10:105877923-105879923,21.0,20.0,0,1
chr10:105879865-105881865,18.0,15.0,0,1
chr10:106012649-106014649,16.0,16.0,0,1
chr10:106011951-106013951,16.0,15.0,0,1
chr10:106012467-106014467,16.0,16.0,0,1
chr10:106098223-106100223,20.0,18.0,0,0
chr10:106088750-106090750,18.0,14.0,0,1
chr10:106093663-106095663,16.0,15.0,1,0
chr10:112064678-112066678,19.0,18.0,0,0
chr10:111983753-111985753,24.0,22.0,0,1
chr10:111967988-111969988,22.0,20.0,0,1
